playerwin,blackjack,bust,ply2cardsum,cards,dealcards
1,1,_,21,[11, 10],[5, 2, 10]
1,0,_,8,[4, 4, 10],[3, 6, 7, 1]
0,0,Bust,4,[2, 2, 6, 5, 10],[10, 10]
1,0,_,20,[10, 10],[2, 6, 10]
0,0,Bust,13,[5, 8, 10],[5, 4]
0,0,_,20,[10, 10],[10, 4, 6]
0,0,Bust,11,[3, 8, 1, 2, 8],[7, 10]
0,0,_,13,[10, 3, 6],[9, 11]
1,0,_,20,[10, 10],[8, 9]
0,0,Bust,17,[7, 10, 10],[3, 5]
0,0,_,8,[6, 2, 10],[5, 6, 8]
1,0,DlBust,10,[8, 2, 10],[2, 9, 1, 10]
